bugId,description,severity
135495,Editing slows down while moving word (Ctrl+Right Arrow),major
135634,Cannot Exclude Exception Location for class<T>.getDeclaredMethod,minor
136085,[variables] view doesn't remember column positions or even which column,minor
136383,[NPE] changing filters when type is selected in LCD,minor
136386,[LCD] run/debug button enabled when it shouldn't be,minor
136416,Terminated threads appearing in debug view,minor
136480,Performance improvement for the AntModel,minor
136516,recognize J9 foundation JREs,minor
136638,NPE in debug UI,minor
136917,Console view doesn't get opened in the current window,minor
137088,StringIndexOutOfBoundsException in AntLaunchDelegate.appendProperty(),major
137212,Launch Dialogs won't save data,minor
137339,Edit JRE dialog buttons are not visible when vmargs is very long,major
137372,warning for EE/JRE mismatch does not appear when JRE deleted,minor
137511,Launch Dialogs won't close,minor
137513,Internal error when stepping quickly,minor
137572,not present exception,minor
137923,Delete Launch Configurations dialog problems,minor
137926,Eclipse slows to crawl huge number of threads being used,major
138002,ModelDelta using ArrayList that only contains 1 element,minor
138473,[breakpoints] BreakpointManager sometimes fails to send a breakpoint-changed notification,major
138864,[variables] IllegalArgumentException while updating variables view,minor
138976,[console] IOException when closing the application,major
139562,Regression...Launch Dialogs lose default button handling,minor
139579,"""New Scrapbook Page"" Icon Suffers Gigantism",minor
139581,JDT launching has an unnamed marker type,minor
140107,[applet]  [help] The context help of Java applet configuration could not be found,minor
140109,[help] Dynamic help is not displayed in the Working Directory of  Launch configuration Arguments tab,minor
140487,[launching] The Debug/Run Configurations dialog uses wrong color,minor
140547,NoSuchElementException,major
141324,NPE in JDIDebugTarget.getRootThreadGroups(),minor
141782,[help] Debug dialogs not offering help,minor
141785,[help] No context help for Debug Dialogs,minor
142476,TVT3.2:TCT535: Text boxes ovelap with borders,minor
142621,Update getting started docs,minor
142842,[breakpoints] ToggleLineBreakpoint: Invalid thread access,minor
143008,Changing Ant Home and Reloading build file results in ClasscastException,minor
143286,[display view] wrong name for viewaction,minor
145553,[variables] Cannot modify String variable with empty string value with Change Value dialog,minor
145634,[view management] Context-Based Debug View Activation only uses last contributed binding per view,minor
145766,[launching] Launch configuration change dialog appears twice,minor
147335,[help] Source Tab has no context help topic,minor
147502,[view management] most relevant view should be brought to top,minor
147808,CCombo dropdown doesn't have keyboard focus in GTK,minor
148918,[jre] remove discouraged access warnings in AddVMDialog,minor
149076,[preferences] Use step filtering pref is not persisted over workbench restart,minor
149491,cannot create watchpoints on final or static final members,minor
149891,SourceLookupFacility should use IEditorMatchingStrategy,major
150825,No syntax coloring if Ant Editor is associated with different content type or extension,minor
152625,Adapt external tools to the propertyPages extension point deprecations,minor
152794,ConcurrentModificationException disposing consoles from Ant UI test suite,minor
158982,Table Headers getting random images on Vista,minor
163962,condition task 'else' attribute does not appear in content assist?,minor
184836,Missing shell activation events,major
226377,NSPasteboard.setText causes crash,minor
276110,Label: SWT.CENTER is being ignored when used with SWT.WRAP,minor
277315,Combo does not accept drag and drop,minor
279313,TreeItem.removeAll incorrectly implemented on Mac platform,major
283313,[Cocoa] Deleting TableViewer elements and calling refresh() causes major crash,minor
283346,"""Hide Eclipse"" doesn't work properly",minor
283958,SWT.MULTI does not work for SWT Text control using Mac OS X Cocoa.,major
285750,[Widgets] Combo - No selection event when selection changed with keyboard,minor
34543,[Key Bindings] Keybindings screen on Mac OS X does not resize columns; titles/keybindings not visible,minor
36034,[Keybindings] Exception if description is missing from a command,major
41930,Key bindings don't work in Java editor,major
42418,[KeyBindings] Rapid save and then build causes hangs,minor
56233,[EditorMgmt] Ctrl-E does not work with two Eclipse windows,minor
56839,[Icons] Icons for File-Import and File-Export seem the wrong way around,minor
67028,[Workbench] Window > Show View should be disabled if all perspectives closed,minor
119617,[Wizards] Missing icon in New Class wizard,minor
120748,"[Intro] ""Browse source code"" link doesn't do anything",minor
126267,"Insert-at-anchor should insert elements, not just files.",minor
131197,[Help] include pointing to non-present plugin causes topic to not show,major
133648,"[Help] Help search for ""a"" gives internal error",minor
141176,[Help] Dynamic help links shouldn't open to 'searched' topics,minor
144132,book.css recently changed,minor
174441,[Forms] FormColors broken in 3.3 M5,major
153461,DnD slow in breakpoints view.,minor
204924,Execution Environment select does not make sense for Eclipse 3.0 plug-ins,minor
260802,Retargetable debug actions do not enable when an adapter is first loaded.,minor
386866,WSW38 TVT Possible non-externalized strings - Tracing booleans,minor
397363,ApiAnalysisBuilder fails to build due to NPE,major
28304,[variables] UnsupportedOperationException report to user on toString on WTK,minor
33452,[evaluation] [README] ObjectCollectedException evaluating conditional breakpoint,minor
66983,[evaluation] EmptyStackException from invalid condition,minor
67367,F1 help missing for Run/Debug As > JUnit Plug-in Test,minor
85370,[string variables] string_prompt for passwords,minor
88204,[quick fix] Import QuickFix inappropriate for PDE project,minor
111818,new launch config arguments field should let Ctrl+Enter engage dialog's default button,minor
119123,"When configuring a plugin subset for a launch configuration, not all plugin names are shown",minor
132795,[string variables] SelectedResourceManager leaks fSelectedText field when active editor is closed,minor
136018,Launching a newly-created product does not pick up the correct JRE,minor
136943,[console] README: Console Deadlock when too much information written,minor
137769,[launching] Launch history is not updated/Run Last Launched fails due to working set filter,minor
138541,Warn user when changes impacting the generated scripts are made and custom is set to true,minor
138780,[variables] [vitrual] Detail pane doesn't show value of selected element if it is invisible,minor
140330,[jres] Inconsistent JRE configuration with -vm option.,minor
145396,ShowIn LaunchView does not work anymore,minor
146825,[console] NPE in process console participant,major
148872,[source lookup] missing jar causes sourcepath computation to fail,minor
150970,Progress Monitor not handled correctly during launch,minor
151319,Detailed formater does not seem to recognize methods of the current class,minor
151569,"[console] Java stack trace console: after paste, link to exception too long",minor
152862,"Variables view: When ""Show Columns"" is checked, JDT's ""Show Qualified Names"" does nothing",minor
153122,CCE performing eval of switch statement,minor
153124,CCE while performing evaluation near autobox,minor
159054,IModelDelta reference ModelDelta,minor
160749,Can't set a breakpoint on the first line of an editor,minor
161098,Unbuffered I/O detected in org.eclipse.jdt.internal.launching.LaunchingPlugin.restoreLibraryInfo,minor
161364,Evaluating Code that contains Generics does not work while debugging,minor
161781,Suspend status ignored on initial remote debug connection,minor
162802,[launching] launch manager causes exception persisting preferred delegates,major
163684,[variables view] Max details pane text length dialog does nothing,minor
163711,[Markers] Problem marker properties not showing non-numeric Locations,minor
163836,StackOverflowError in JavaLaunchableTester.hasMainInChildren(..),major
164703,testEclusiveScopedException and testMultiExclusiveScopedExceptionMissed fail on IBM Java2 1.5.0,minor
164841,[launching] the browse file system button suffers from gigantism,minor
165829,[launching] the source lookup tab is the new apply button,minor
166037,Stack tree not expanded and frame not selected when hitting brakepoint,minor
166040,CCE when importing debug preferences,minor
166683,[plugins] DebugUIPlugin should be a save participant,minor
166689,[plugins] the jdt.debug plugins should be save participants,minor
166794,[variables] Copy variables shortcut key doesn't work after detail pane gets focus,minor
166861,CCE in RestoreDefaultEntriesAction,minor
167151,Suspending debug target does not enable resume,minor
167718,NPE in new detail formatter action,minor
167740,[variables] [views] New/Edit details formatter menu should not be available on array types,minor
168226,[Viewers] default ViewerComparator is case sensitive (doesn't match spec),minor
168428,"""Asynchronous viewer update"" appears when stepping",minor
168525,Loading Debug Core plug-in causes ClassNotFoundException,major
168574,Support for IElementMementoProvider on each element in a viewer,minor
169549,no description for java tab group anymore,minor
169683,javadoc warning in N20070105-0010,minor
169701,IllegalArgumentException in LaunchConfigurationViewer,minor
169768,Cannot add external library if JRE dialog has selection,minor
170322,Breakpoint properties page: condition field should resize vertically,minor
170377,Stack traces frenetically appear and disappear when a breakpoint is hit,major
170502,[source lookup] [launching] string variables added to the bootpath via the launch dialog do not stay there,minor
170669,[Launching] Main Tab missing search options under main type,minor
170766,NPE MultiLaunchGroupFilter.equalModes(),minor
170857,Index out of bound at the SWT level in the debug view,major
171056,Detail job should stop wait()'ing when canceled,minor
171286,HCR failed dialog should present launch label as well as the target label,minor
171567,[launching] NPE from Launching plugin if constructor does not get called,minor
171700,[launching] changing LCD filtering with last items elected throws exception,minor
172026,[launching] alt+enter shortcut dies when resource adapter cannot be resolved,minor
172093,Debugger attempts to set wrong type of bp in final instance variable of type Runnable,minor
172181,"Bad ""Suspend VM"" and ""Suspend Thread"" behaviour in Breakpoints view",minor
172374,Launch As Eclipse Application clears target workspace BEFORE it determines if it is in use,minor
172793,EE combo box should show EE-JRE bindings,minor
173101,Inspector and Variables view incorrectly escapes single quotes in strings,minor
173152,missing element in tree when 'no monitor information',minor
173156,[properties] process property page cuts off text,minor
173181,[variables][views] change background colour is hard to work with....,minor
173182,NPE from  ExceptionInspector when shutting down workbench,minor
173188,[launching] User must choose between main types even if selection is a main method,minor
173304,NPE in EditDetailFormatterAction when called from context menu of Variables view,minor
173620,Default Javadoc location for JDK 6 missing,minor
173687,NPE updating compiler compliance,minor
173860,NPE in packet send manage running test suite,minor
173896,NPE while debugging,minor
173909,'Skip All Breakpoints' command does nothing,minor
174210,batched updates don't run if last update canceled,minor
174782,firing model delta should notify root delta,minor
174797,[launching] no longer prompted to delete associated launch configs,minor
175248,Variables view escapes Strings twice (too many \),minor
175723,Errors related to old launch configs on startup,minor
176154,[refactoring] NPE in LaunchConfigurationProjectMainTypeChange while renaming project,minor
176275,[breakpoints] Method breakpoint filters do not work,minor
176562,Source attachment to JRE fails when JRE on different drive to workspace,minor
176597,Variables view: Toggling primitive display options does not refresh view,minor
176638,[launching] launch config tree initially scrolled to the right,minor
176853,Launch configurations go missing,major
176962,Inconsistency in labels for browse buttons,minor
177143,remove unused private constant,minor
177383,NLS33:translation - typos,minor
177499,NPE while displaying content of an array,major
177611,Remove illegal references to JavaEditor,minor
177753,Java shortcuts do not appear for .jar files,minor
178118,[launch view] [actions] the launch view should use new factory,minor
178126,Incomplete context-sensitive help text.,minor
178246,inspect/all instances popup should expand first element,minor
178356,[launching] launch tabs do not match new presentation,minor
178427,NPE in AllReferencesActionDelegate,minor
179558,[console] Preferences... action should use the new SWTFactory,minor
180460,NPE in BreakpointRenameProjectParticipant when renaming project,minor
180971,[breakpoints] export breakpoints dialog scrolled to right,minor
181220,Variable text font does not update correctly when columns turned on/off,minor
181628,Generated config.ini should not start fragments,minor
181914,NPE in BreakpointConditionEditor,major
182111,focus lost in the debug view while stopped at BP,major
182324,"[launching] When launching a project with errors the warning dialog title says ""Errors in Project{0}""",minor
182572,[tests] TestAlternateModeTab invalid thread access,minor
182974,[breakpoints] Removing a breakpoint causes two independent resource deltas,minor
182992,Add/Edit JRE Dialog initial size too small on Linux,minor
183275,NPE in TreeModelContentProvider.getPresentationContext,minor
183460,catch up with JFace fixes from bug 172640,minor
183463,Expanded nodes in tree viewer flash on refresh,minor
183532,Bug with debugging of generic methods,major
183800,[launching] Discard changes question dialog on run dialog does give no real choice,minor
183887,NPE in DefaultVariableViewModelProxy,minor
184387,Add JRE wizard: JRE type default changed to Standard 1.1x VM,minor
184631,no way to remove <unknown> launches,minor
184863,NPE in JRE launch configuration tab,minor
184873,No F1 help for Registers view,minor
184883,Inspecting code results in flashing text in popup,minor
184902,Timing problem in variables views' expansion state save/restore logic.,major
184925,"Stackframe shows ""running"" icon while it is suspended",minor
184928,[variables] stepping with logical structures loses selection,minor
184945,[breakpoints] [refactoring] Moving breakpoints of an anonymous inner type has bad label,minor
184999,Add/Edit File System Directory Dialog has incorrect F1 help,minor
185018,Details values is incorrect for watch expressions with errors,minor
185755,AddExceptionDialog has non-nls'd UI message,minor
185808,[help] No help topic found for the add source dialog,minor
185829,[help] The add favorites dialog help is not helpful,minor
185832,[launching] [favorites] filtered launch configurations show up where they shouldn't,minor
188385,context launch does not work with method in outline selected,minor
188676,[breakpoints] BreakpointMarkerUpdater moves line breakpoint to wrong position,minor
188919,[doc] Breakpoints view doc needs improvements,minor
189019,[doc] import/export breakpoints topics do not follow style,minor
189024,[doc] import/export breakpoints F1 help needs more topics,minor
189328,[Accessibility] Run dialog (Common tab) - controls do not provide labels,minor
189472,"[Site][Editors] Clipboard operations do not work in tree viewer on ""Site Map"" page",minor
189497,Adding a java breakpoint exception should enable it,minor
190873,[launching] Environment tab grows wider on each config selection,minor
190875,help id associated with wrong widget on two pref pages,minor
191071,Delete Unused Debug Help Context ID Constants,minor
191312,details for arrays attempt source lookup for non-existant source,minor
191389,"TVT33:TCT636: ja: No mnemonic for ""Step through filters""",minor
191486,[breakpoints] Alt+Enter for java breakpoint properties command is throws exceptions,major
191636,[breakpoints] import breakpoints causes excpetion,minor
191723,A lot more classes being loaded than in 3.1,minor
191951,NPE when attempt to set build location to workspace_loc:<Any rse location>,minor
191974,Concurrent modification exception,minor
192212,Screenshots out of date in isv doc,minor
193334,LabelUpdate ignores colors for columns with numbers > 0,minor
193835,Should not attempt to select filtered stack frame,minor
194509,infinite loop in console,minor
195232,Outdated Run Toolbar tool tip,minor
195461,calling dispose on LaunchConfigurationTabGroupWrapper can get a NullPointerException,minor
195848,Add Java Exception Breakpoint dialog should use JavaUI#createTypeDialog(..),minor
197145,[launching] Changing AutoSelect in LaunchConfigurationViewer from a LaunchConfigurationTab,minor
197645,[launching] selection of encoding does twice as much work,minor
197834,Expression Evaluation Failure with Generics,minor
198248,NPE at org.eclipse.debug.ui.CommonTab.getDefaultSharedConfigLocation,minor
198437,EMPTY_STRING constant not used,minor
198545,Debug Core should use EMPTY_STRING constant,minor
198568,Copy Stack doesn't always cancel,minor
199288,Expressions view should support paste,minor
199294,LaunchManager provokes NPEs when *.launch files are on remote EFS locations,minor
199942,EE definition file test failures,minor
200049,"""NLS missing message"" in ""Installed JREs"" preference page",minor
200105,auto expand does not work in the asynch tree viewer,minor
200198,Unable to set method breakpoint on method with type variable,minor
200595,reduce duplication of #getAdapter code for viewers,minor
200728,Expansion/selection state for Java variables shared between frames,minor
201264,several files not indexing correctly in help,minor
201758,Breaking change in IVMInstall.getInstallLocation(),major
202059,Run dialogue: switching between read-only or removed launch configurations.,minor
202158,NPE in org.eclipse.jdt.internal.debug.ui.JavaHotCodeReplaceListener.hotCodeReplaceFailed,minor
202450,[Actions] Empty cascading menus show up as enabled,minor
202456,Variable Selection Dialog needs better help,minor
202462,simplify the way source is contributed,minor
202564,MessageConsole.clearConsole() flushes output queued up after the clearConsole call,minor
202798,Breakpoint working set description,minor
203147,NPE while 'copy variables' in Variables view,minor
203253,Deleting config bring Run and Debug menus out of sync,minor
203615,TextConsoleViewer leaks Cursors,minor
203687,unable to launch last launched debug session,minor
203870,Launch tooltip not in synch with selection,major
204033,Local configurations auto-deleted when project closed,major
204189,Always prompted to save launch configurations,minor
204378,"An internal error occurred during: ""Compute launch button tooltip"".",major
205292,NPE from UnresolvedImportFixProcessor,minor
205479,[doc] Update help for new JRE from EE file wizard,minor
205511,javadoc warning in N20071004-0010,minor
206067,NullPointerException @ ASTInstructionCompiler.visit,major
206270,project or launcher classpath  dialog shows blank lines for unavailable projects,minor
206693,JRE location looks wrong after installing j9 using ee description file,minor
206702,"Target Platform Preferences page gives invalid value dialog, IAE",minor
207079,NPE running test suites in  I20071016-1215,major
208034,[launching] Unexpected error when opening launch config dialog from resource properties,minor
208062,First context menu has mysterious Run As/Debug As/Profile As menu entries,minor
208127,breakpoint import does not work,minor
209046,[help] context ids on templates page,minor
209243,Console window with black background,minor
209668,The field org.eclipse.debug.core.DebugPlugin#INTERNAL_ERROR has changed value between HEAD and 3.3.0,minor
209833,Problems with compiler preferences when starting with 7.0,minor
209943,LaunchConfigurationQueryParticipant does not respect search scope,minor
210126,Unable to open Snippet editor in I20071113-0800,major
210368,Run configuration dialog does not show error message if on tab with error,minor
210471,Cannot change the selected detail pane viewer.,minor
210539,Produce bundles.txt for p2 target launch,minor
211506,Support explicit roots in source bundle manifest,minor
211928,ExpressionDropAdapter makes implementation to IWatchExpressionFactoryAdapterExtension mandatory,minor
212442,Failing importbreakpoints tests,major
212655,Thread not suspended error during evaluation,minor
212771,NPE in SourceLocationManager,minor
213269,New Plug-in Project wizard is humongous,minor
214542,Error importing source plugins stored in folders,minor
215489,Stackframe shows as running when suspended,minor
215723,Attempt to reveal the call stack when stopped,minor
216838,CCE in help editor,minor
217101,Context editor causes bad spacing,minor
217304,[p2] Support source.bundles.txt in p2 installs,minor
217350,Preferences > Installed JREs > Edit... has wrong labels for tree item,minor
217447,JREContainer keeps getting initialized if problem with EE,minor
217623,extension point org.eclipse.jdt.launching.classpathProviders based on ridiculous class,minor
217707,Installed JRE dialog does not open (page contains invalid values),minor
217736,Unhandled event loop exception,minor
217900,[breakpoints] Breakpoint export dialog does not size well on linux,minor
217939,Java doc location button not disabled initially,minor
217951,Missing detail formatter for registers group,minor
218080,[breakpoints] No warning when using an inavlid path in breakpoint export dialog,minor
219794,NPE in console MatchJob,minor
220613,Platform UI now provides a collapse all command,minor
220784,Allow EE files to use path list in -Dee.src property until closer to M6,minor
221234,[console] Programs with lots of output cause major eclipse unresponsiveness with large console buffer,major
221859,[p2] launching with p2 ide causes exception to be written out to console,major
222062,jdt.launching has an old copy of ListenerList impementation,minor
222228,Should delegate to platform adapater manager for adapters,minor
222267,Expressions aren't update correclty (ExpressionEventHandler doesn't preserve event source for CDT change events),minor
223530,Step into Selection hyperlink is broken,minor
223664,Compiler warning in org.eclipse.pde.ui.tests,minor
223844,Step into Selection hyperlink does not use stored region,minor
223992,"NPE from  ""Model Proxy installed notification job""",minor
224128,LCD title not correct creating a new configuration,minor
225377,Debugging a simple program opens editor for Object.class,major
226203,"Invoking Find action in Registers views with large group ""hangs"" IDE",minor
227280,PDEPlugin forces activation of DebugPlugin,minor
228264,NPE when copying stack trace.,minor
228267,Inspect popup dialog disposes presentation context from variables view,minor
228597,State change in progress for bundle starting JUnit tests,major
228673,[classpath] Use BuildPathDialogAccess for archive selection in workspace,minor
228716,breakpoints view context activated for any part,minor
229173,VM breakpoint hit immediately selects wrong thread,minor
229266,NPE while debugging,minor
229343,Should not auto expand/select for scrapbook,minor
229344,"AssertionFailedException during ""Enable Breakpoint"" with access/modification turned off",minor
229347,error evaluating: NPE,minor
230969,NPE disposing a model proxy,minor
232710,[breakpoints] Java breakpoint markers description icon/text missing,minor
233038,[doc] Broken link in Java Launch Config > Main Tab help,minor
233040,"ConsoleTerminateAction performed in UI thread, occasionally lags",major
233501,Message for failed import could be improved,minor
235824,[doc] Help topics missing,minor
236076,[launching] Run and Debug History menus not updated after reorganize favorites,minor
238350,Starting Java application (like JBoss) in debug causes NPE. Run mode works ok,major
239794,CommonTab source uses wrong launch group,minor
239856,Launches corrupted in I20080702-0939,major
246278,NPE in DefaultDetailPane.java:264,minor
247977,ISourceLookupParticipant should be able to influence whether ISourceContainer returns multiple source elements,minor
248054,Can't set breakpoint annotation as Highlighted,minor
248520,NPE selecting launch config,minor
249364,NPE getting file store,minor
249490,JDI fails to unmarshal JDWP reply packet correctly,minor
249932,Clean + project build does not update 'strictly match JRE' problem,minor
250008,"Keybinding conflicts occurred. CTRL+SHIFT+P, jface NullPointerException",minor
252360,Can not place breakpoint in inner class of an annotation,minor
252445,toggle breakpoint jobs should have a priority,minor
252521,VM Disconnection exception when program terminates with thread group turned on,minor
253022,Suppport for new OSGi/Minimum-1.2 Execution environment,minor
255031,Missing EEs prevent project to build,major
255153,Select All does not fire selection change event,minor
255381,Inconsistent Default Filtered resources,minor
256593,Tons of errors after import. I20081125-0840 unusable.,major
257537,ConsolePlugin should consider modifying its getStandardDisplay() method,minor
258129,manipulator.loadConfiguration(...) can return empty array,minor
258339,Empty Target  Platform when path contains spaces & based on installed plugins,major
258845,"Launch configs fail with ""Source attachment path '...' for IClasspathEntry must be absolute""",minor
259107,[console] Console Deadlock when too much information written,minor
260549,Feature editor only shows warning on plug-ins tab when plug-in missing,minor
262849,[launching] Select Preferred Launcher dialog is somewhat confusing.,minor
264139,3.5M5 - Target platform variable support broken,major
266066,Add API tooling tags to API types,minor
266143,[target] Graphic is disposed exception has returned in implicit dependencies,minor
266162,Duplicates in prompt to save dirty resources before launching,minor
266192,[target] Migrate append of .ini VM args,minor
267060,Add API for IJavaValue.isNull(),minor
267449,New Target editor: CCE in EnvironmentSection,minor
267566,"""move"" for target platforms is a bit odd",minor
267659,[target] editor needs a way to collapse all content...,minor
268393,Debugger not letting me change value on null String,minor
268966,Import binary plug-ins does not update source attachment when replacing existing non-jared plug-ins,minor
269273,"updating ""show in context"" looks  up source agressively",minor
269615,[target] support broken for shared targets,major
270968,[target] why 'Target' and 'Running' Platform? What's the diff?,minor
272494,Debug view shows stale threads,minor
272508,Many com.sun.jdi.ObjectCollectedException recently,minor
273208,[target] Pressing cancel breaks container preview page,minor
273654,[target] Allow multiselection and delete key on target location tab,minor
273956,[target] [tests] Target tests failing in I Build,minor
275217,Tracing tab should not remember selection,minor
275401,[target] removing IU bundle container while resolving results in NPE,minor
275699,"[target] Content tab does not show ""resolving"" on secondary resolutions",minor
276214,[target] unable to remove things from target platform,minor
276953,[target] Font leak in target platform preference page,minor
276956,[export] categories grouped under wrong setting,minor
277483,[target] NPE in NameVersionDescriptor.hashCode(...),minor
278107,[target] JRE sections named differently,minor
279169,[category def] Category help link brings up wrong help contents,minor
279216,"org.eclipse.pde.core.javadoc only works with ""!/"" as trailing chars for archives",minor
279509,BrowserInformationControl leaks TextLayout,major
280259,[regression] All resources missing when importing plugin as source project,major
280276,executeCommand('org.eclipse.ui.window.preferences(preferencePageId=org.eclipse.pde.ui.TargetPlatformPreferencePage)') do not open Target Platform page,minor
280917,[target] Target platform created with 3.4 doesn't work with 3.5,minor
281691,RCP application does not launch when having an own config.ini with generic bundle URLs,major
282622,[target] Edit Target dialog does not use sentence case,minor
283682,NPE when product does not want to show filter,major
286030,[import] [regression] Import as source,major
287679,Clean + build ==> NPE in FeatureErrorReporter.validateVersion,major
290979,Application.close() method provided by template is not correct,minor
291166,Fatal error written to console while editing and/or saving plugin.xml,minor
292294,Dynamic help not working on extension point template configuration dialog,minor
292936,"""Plug-in with a property page"" template generates incorrect code",minor
293583,non-externalized string warning in P2Utils,minor
293693,'Scrapbook Page' wizard icons does not have the + sign,minor
293694,'Scrapbook Page' wizard needs a description,minor
293771,Deselecting 'Include all plug-ins from target in Java search' does not remove them,minor
294000,[import] Import holding on to import streams longer than it should be,minor
295145,Eclipse RCP with a view template,minor
299298,[spy] NullPointerException while invoking the Plug-in Spy,minor
300305,pde.core has no range for required bundle org.eclipse.equinox.p2.touchpoint.eclipse,minor
300771,Dead code in pde.ui,minor
304510,Plug-ins view Removing from Java Search should not be allowed if global pref is enabled,minor
304531,"Rename ""PDE Tools"" menu",minor
305149,PDE warns that symbolic names containing dash ('-') characters are invalid when specified in the id attribute of the plugin element of a feature.xml,minor
305236,feature based target with 'feature locations' does not work properly,minor
307143,timestamp attribute in launch configurations annoying when versioning .launch files,minor
307170,The Plug-in Manifest Editor seems to duplicate the quick fix menu,minor
307175,Filtering in Error Log view is voodoo,minor
307553,Compiler warnings in N20100329-2000,minor
308636,Translation Question - WSW36#078,minor
309726,Two broken links on page /org.eclipse.jdt.doc.user/reference/ref-menu-navigate.htm,minor
310142,BuildErrorReporter.validateExecutionEnvironment(...) wrongly write to .log,major
310496,Non-NLS'd string,minor
310520,NPE launching with features and external resolution mode,minor
311649,restart needed to clean up target issues,minor
311991,[Manifest][Editors] Browse for class attribute types fails to filter if only interface given,minor
313190,'Bundles/'Plug-ins' launch configuration tab does not honour dialog font,minor
313314,"Missing ""select all"" button in ""Debug Configuration"" -> ...",minor
313354,[target] Finish button is enabled with nothing selected on add software site wizard,minor
313409,NPE during Add Artifact to Target Platform,minor
313952,NPE from import page crashes Eclipse,major
315095,[doc] Missing degredation comment for SchemaTraversePerfTest#testSchemaTraverse(),minor
315359,Resize api-deprecation.png to fit Help center,minor
315466,Add doc for PDE property pages,minor
318496,"Plug-in Dependencies view: Jumpy ""Focus On..."" toolbar button",minor
318582,Update the snapshot of extension points page,minor
319580,Open Plug-in Artifact dialog shows wrong labels,minor
319744,Move to J2SE-1.5 BREE,minor
319790,build.properties warning does not disappear after fixing BREE/buildpath,minor
319965,New Feature Project->Referenced Plug-ins and Fragments multiselection functionality,minor
320123,NPE : Cannot import project as source from target platform,minor
320763,[patch] SelfHostingProfile needs environment properties,minor
320884,Update link to J2SE 1.4 Javadocs,minor
320933,Confusing BREE quick fix proposal,minor
320946,Bad comparison in ProfileBundleContainer.isContentEqual(),minor
321030,NPE starting workbench,minor
321870,Target Export wizard does not produce repos,minor
322572,API Tools ant tasks should use links/profile metadata to discover bundles in an installation,minor
323287,Plugin State view opens incorrect version of bundle,minor
324336,version 0.0.0 for .target resolves to '0 plug-ins available' when newer plug-ins are available in other software sites,minor
324637,Conflicting mnemonic in 'Edit Target Definition',minor
324895,pressing 'next' on plug-in import wizard first page can take time,minor
325273,[product] Product Properties don't get saved without plugin configuration,minor
325495,"Import Plug-ins and fragments wizard ""Target Definitions..."" button",minor
326084,ProfileChangeRequest should be created via API,minor
326263,Windows File Locks are obtained on bundles exporting extension points and not released.,minor
326472,Can't remove missing plug-in through the Target Definition editor,major
326561,Tracing tab is the new new dirty button,minor
326679,[regression] NPE running Ant task,major
326988,Explain 'scopepattern' and 'referencepattern' better on API Use Ant Task help page,minor
327218,PluginContentMergeViewer leaks listeners,minor
327371,Plugin launch configuration does not include Bundle-Classpath jar files,minor
328179,UseScanParser ignores result of visit methods,minor
328467,double clicking on required features does not open feature,minor
328686,Conflicting mnemonic in 'Edit Target Definition' Tab,minor
328849,Preference page should use sentence casing for groups,minor
328928,[target] use a unique p2 agent,minor
329218,Provide a consumer based report launch config UI,minor
329811,Compiler warnings in N20101108-2000 build,minor
329812,Compiler warnings in N20101108-2000 build,minor
329945,New screenshot for API Use Report launch tab,minor
330278,PackageFinder.findPackagesInClassFiles may produce invalid package names,minor
330648,Syntax error in plugin.xml should not be written to System.out,minor
330685,'Error Log' view's 'Log Filters' dialog should support multiselection in its list of stack trace elements,minor
330718,NPE setting extra classpath entry,minor
331262,"[patch] Make ""Open Manifest"" bound to a command",minor
331332,"[target] Target editor should update its content, if the target file was edited with another eclipse editor",minor
331612,Update general preference page documentation and screenshots,minor
331807,NPE makes API Use Scan Pref Page unusable,minor
331858,Add help doc for api use scan pref page,minor
331954,Polish Use Scan Feature II,minor
331958,API Use Scan problem description can get too long,minor
332138,Stack overflow in P2TargetUtils,minor
332150,Modifying directory on api use report configuration does not make tab dirty,minor
332606,IllegalArgumentException in BundleManifestSourceLocationManager,minor
332765,NPE when trying to import projects from a repo for running platform,minor
333533,Invalid thread access on 'add depenencies' in Manifest editor,minor
333788,Internal error when trying to update a feature.xml file,minor
334008,FeatureExportOperation does not setup the container feature properly,minor
334034,[target] IU containers do not report all contained features,major
334061,NPE when importing binary plug-ins,major
334512,Reattaching detached 'Error Log' view seems to kill the view,major
335216,[detail] Widget disposed exception from detail pane proxy,minor
337469,ConcurrentModificationException trying to search in the target platform preference page,minor
337909,Only one package version visible in manifest editor,minor
339856,Exception in quick assist,minor
340203,Event details dialog should have a resizable text field,minor
340790,Breakpoint detail pane created twice,minor
340906,Non UI thread applications no longer have their test harness set,major
341635,Bundle Editor version value should handle invalid version format,minor
342193,Target Platform service throws exceptions if run without OSGi,minor
342512,Plug-in Manifest Editor adds garbage after '&' mnemonics when saving.,minor
342540,Extension point deletion is non-intuitive,minor
342710,NPE in SchemaErrorReporter during a build,minor
344633,PDE chooses wrong JRE / EE to launch JUnit plugin tests,minor
344731,DS File wizard has confusing error,minor
344867,org.eclipse.pde.doc.user\guide\tools\editors\manifest_editor\automated_management.htm,minor
345007,NPE browsing external plugin on search path,major
345045,Component editor produces invalid MANIFEST.MF - line too long,major
345592,Better navigation for sub-sections in 'What's new' document,minor
345644,Update what's new for 3.7,minor
346216,Regression to 3.7: 'Select All' on target preference page does nothing,major
347379,Manifest editor Add... imported package thows NPE,major
347476,Example incorrect on target provisioner extension schema,minor
